batter,avg_total_runs,avg_strike_rate,avg_runs_vs_team,avg_runs_at_stadium,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Gujarat Titans,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Lucknow Super Giants,Mumbai Indians,Pune Warriors,Punjab Kings,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bengaluru,Sunrisers Hyderabad
CH Morris,4.5,46.36363636363637,18.96641156462585,12.112745098039216,4.5,0.0,18.0,13.0,82.0,0.0,13.285714285714286,0.0,6.285714285714286,0.0,14.666666666666666,5.0,3.5,9.0,38.0,38.0,8.125,0.0,12.166666666666666
CJ Anderson,16.6,131.5898617511521,19.44333333333333,17.285256410256412,16.6,0.0,0.0,14.0,12.0,0.0,24.25,0.0,19.25,0.0,3.3333333333333335,0.0,0.0,72.5,2.5,0.0,9.0,0.0,21.0
CJ Ferguson,13.0,125.64102564102564,13.3,12.833333333333334,0.0,13.0,0.0,0.0,0.0,0.0,4.5,0.0,14.0,0.0,12.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
CJ Jordan,4.0,80.0,6.479166666666666,5.738095238095239,4.0,0.0,3.5,0.0,0.0,2.0,0.0,0.0,15.0,4.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333
CJ McKay,8.0,53.333333333333336,8.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CK Kapugedera,8.0,88.88888888888889,5.333333333333333,5.333333333333333,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
CK Langeveldt,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL White,27.2,116.8354700854701,22.85333333333333,24.239682539682537,27.2,16.0,0.0,21.0,0.0,0.0,16.5,31.0,15.833333333333334,0.0,20.0,40.5,0.0,10.5,0.0,0.0,30.0,0.0,0.0
CM Gautam,6.666666666666667,122.5,15.395833333333334,11.55,6.666666666666667,0.0,0.0,22.0,0.0,0.0,22.5,0.0,7.5,0.0,0.0,30.0,0.0,2.0,0.0,0.0,30.0,0.0,2.5
CR Brathwaite,32.0,152.65151515151516,12.194444444444445,12.21875,32.0,0.0,6.0,0.0,11.0,0.0,12.0,0.0,12.75,0.0,0.0,0.0,0.0,5.0,0.0,20.0,1.0,0.0,10.0
CR Woakes,3.0,60.0,6.5625,5.902777777777778,0.0,0.0,0.0,3.0,0.0,0.0,4.5,0.0,5.0,0.0,10.0,0.0,0.0,7.5,1.0,0.0,18.0,0.0,3.5
CRD Fernando,2.0,100.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV Varun,0.3333333333333333,33.333333333333336,2.1333333333333333,2.4375,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.333333333333333,0.0,0.0
D Brevis,4.0,57.14285714285713,24.0,25.083333333333336,4.0,0.0,37.0,0.0,0.0,46.0,0.0,0.0,29.0,19.0,0.0,0.0,49.0,0.0,0.0,0.0,8.0,0.0,0.0
D Ferreira,1.0,33.33333333333333,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
D Kalyankrishna,3.0,37.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D Padikkal,30.0,120.18016619603308,22.72420634920635,24.03562091503268,30.0,0.0,25.142857142857142,0.0,0.0,12.5,9.5,0.0,21.571428571428573,31.333333333333332,21.714285714285715,0.0,26.5,44.2,0.0,0.0,21.8,6.0,22.428571428571427
D Pretorius,0.0,0.0,9.875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.5,0.0,0.0,0.0,13.0,0.0,0.0
D Salunkhe,1.0,100.0,11.0,11.0,0.0,1.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D Wiese,13.0,105.83333333333331,13.625,11.033333333333337,13.0,0.0,0.0,5.0,0.0,8.0,4.0,0.0,9.0,0.0,47.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0
D du Preez,10.0,76.92307692307693,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
DA Miller,27.0,115.87681254177416,26.471478174603178,22.736031746031745,27.0,28.0,25.22222222222222,22.666666666666668,23.0,0.0,0.0,0.0,18.933333333333334,20.75,23.5,80.0,9.5,38.2,30.0,7.0,23.571428571428573,28.0,18.2
DA Warner,33.142857142857146,100.91515053070428,29.92123835305968,37.79745270161937,33.142857142857146,37.666666666666664,26.0,33.5,67.2,19.5,47.68421052631579,8.0,39.035714285714285,17.75,33.04545454545455,29.5,32.57142857142857,36.4375,41.5,5.5,39.13636363636363,1.0,20.333333333333332
DAJ Bracewell,12.0,133.33333333333331,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
DB Das,19.0,164.69223484848484,13.26904761904762,10.272727272727272,19.0,9.0,0.0,12.333333333333334,0.0,0.0,10.25,0.0,0.0,0.0,12.8,11.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0
DB Ravi Teja,20.0,64.51612903225806,14.72222222222222,13.507575757575758,20.0,0.0,0.0,12.666666666666666,0.0,0.0,26.666666666666668,8.0,16.0,0.0,11.0,17.0,0.0,13.666666666666666,0.0,0.0,7.5,0.0,0.0
DE Bollinger,2.0,66.66666666666666,6.5,3.8333333333333335,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DG Nalkande,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DH Yagnik,5.0,87.97619047619048,9.09375,8.547619047619047,5.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,0.0,20.25,12.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
DJ Bravo,9.4,110.49719887955182,11.499769756387405,16.539325396825397,9.4,22.25,1.6666666666666667,12.090909090909092,0.0,0.0,18.727272727272727,0.0,16.444444444444443,1.0,17.61111111111111,6.0,2.0,17.916666666666668,0.0,14.5,9.764705882352942,0.0,11.625
DJ Harris,15.0,107.14285714285715,27.75,28.83333333333333,15.0,0.0,0.0,19.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
DJ Hooda,15.7,115.9345238095238,15.567728303442587,14.933982683982684,15.7,0.0,13.181818181818182,18.5,11.0,23.75,17.0,0.0,11.272727272727273,0.0,15.571428571428571,0.0,15.666666666666666,25.22222222222222,19.0,7.5,9.416666666666666,0.0,15.166666666666666
DJ Hussey,10.25,84.54861111111111,22.128318903318902,23.439022435897435,10.25,41.666666666666664,0.0,20.857142857142858,0.0,0.0,19.6,21.0,18.0,0.0,22.555555555555557,10.0,0.0,17.857142857142858,0.0,0.0,25.625,0.0,36.0
DJ Jacobs,32.0,160.0,15.25,15.466666666666669,0.0,32.0,0.0,0.5,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,22.0,0.0,0.0
DJ Malan,26.0,100.0,26.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Mitchell,34.0,130.76923076923077,22.95,24.047619047619047,0.0,0.0,34.0,0.0,0.0,43.5,0.0,0.0,25.0,11.0,17.0,0.0,15.5,22.0,0.0,0.0,16.0,13.0,32.5
DJ Muthuswami,1.0,33.33333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DJ Thornely,8.0,44.44444444444444,9.75,12.833333333333334,0.0,8.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Willey,16.333333333333332,90.0,9.166666666666666,11.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
DJG Sammy,12.25,133.85416666666666,12.84375,16.350649350649352,12.25,0.0,0.0,18.0,0.0,0.0,7.5,0.0,15.0,0.0,5.5,0.0,0.0,29.5,0.0,0.0,9.0,0.0,6.0
DJM Short,25.0,188.0,15.0,15.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,44.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0
DL Chahar,1.0,50.0,8.75,4.833333333333334,0.0,0.0,1.0,7.5,0.0,0.0,39.0,0.0,1.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0
DL Vettori,1.0,66.66666666666667,7.809523809523809,7.666666666666667,1.0,3.0,0.0,10.5,0.0,0.0,1.6666666666666667,0.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,11.5,0.0,0.0
DM Bravo,6.0,120.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
DNT Zoysa,1.0,50.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP Conway,61.333333333333336,133.80194845233692,49.23148148148148,48.225,0.0,0.0,61.333333333333336,0.0,0.0,23.25,0.0,0.0,29.666666666666668,47.0,14.666666666666666,0.0,92.0,24.666666666666668,0.0,0.0,69.5,0.0,81.0
DP Nannes,1.0,50.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP Vijaykumar,1.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMD Jayawardene,19.5,125.60770773941506,22.068564213564212,24.950350140056024,19.5,31.285714285714285,0.0,17.142857142857142,0.0,0.0,36.6,0.0,37.583333333333336,0.0,26.1,10.6,0.0,14.818181818181818,0.0,0.0,15.555555555555555,0.0,11.5
DR Martyn,19.0,73.07692307692307,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
DR Sams,3.0,90.47619047619048,3.4814814814814814,2.85,3.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0
DR Shorey,5.0,45.45454545454545,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
DR Smith,25.88888888888889,169.63254483869176,27.687769301405663,29.199911816578485,25.88888888888889,0.0,0.0,26.583333333333332,0.0,0.0,27.666666666666668,0.0,18.7,0.0,31.272727272727273,0.0,0.0,35.5,23.5,63.0,21.153846153846153,0.0,31.3
DS Kulkarni,19.0,173.68421052631578,5.35,5.288888888888889,19.0,7.0,0.0,1.0,0.0,0.0,3.75,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.4
DS Lehmann,1.0,50.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Christian,6.6,82.5,10.943518518518518,11.456140350877194,6.6,0.0,0.0,14.25,17.0,0.0,18.0,9.0,12.0,0.0,11.222222222222221,12.0,0.0,27.5,0.0,0.0,0.5,0.0,3.25
DT Patil,4.0,400.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
DW Steyn,5.0,55.04807692307692,4.384761904761905,4.950980392156863,5.0,0.0,0.0,6.333333333333333,0.0,0.0,3.2,0.0,5.5,0.0,4.714285714285714,7.5,0.0,7.6,0.0,0.0,3.0,0.0,1.0
Dhruv Jurel,22.0,149.62962962962962,14.05,15.904761904761903,22.0,0.0,14.0,0.0,0.0,13.5,0.0,0.0,2.0,24.0,2.0,0.0,12.0,0.0,0.0,0.0,17.5,5.0,28.5
E Lewis,32.2,130.53405017921148,24.55454545454545,26.67521367521368,32.2,0.0,5.0,48.0,0.0,10.0,9.5,0.0,25.333333333333332,0.0,24.0,0.0,36.0,30.0,0.0,0.0,41.666666666666664,0.0,8.4
EJG Morgan,10.818181818181818,77.47570947570948,18.465762385762385,21.91590393733251,10.818181818181818,14.0,12.2,12.5,0.0,0.0,31.857142857142858,38.0,22.0,0.0,14.666666666666666,15.0,24.5,42.666666666666664,4.0,0.0,12.777777777777779,0.0,22.0
ER Dwivedi,19.0,211.11111111111111,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0
F Behardien,5.0,100.0,4.75,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0
F du Plessis,39.4,145.25598797337926,38.04906091729621,36.69096145340728,39.4,40.5,25.636363636363637,23.5,69.0,32.0,50.2,0.0,27.055555555555557,47.6,28.1,50.5,43.714285714285715,32.35294117647059,0.0,0.0,29.454545454545453,0.0,31.72222222222222
FA Allen,8.0,114.28571428571428,4.666666666666667,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
FH Edwards,1.0,33.33333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
FY Fazal,10.5,80.55555555555554,17.023809523809526,17.208333333333332,10.5,22.0,0.0,0.0,0.0,0.0,45.0,16.0,15.666666666666666,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fazalhaq Farooqi,1.0,20.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
G Coetzee,1.0,33.33333333333333,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
G Gambhir,26.8125,96.40726886250548,26.14855641253157,23.616078143039637,26.8125,25.0,0.0,31.76923076923077,30.5,0.0,31.73913043478261,1.5,25.833333333333332,0.0,22.238095238095237,36.4,0.0,26.4375,43.0,5.5,32.35,0.0,27.0
GB Hogg,2.0,200.0,5.5,5.5,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
GC Smith,39.5,94.7064393939394,25.3125,29.362222222222226,39.5,28.0,0.0,20.5,0.0,0.0,26.333333333333332,24.0,13.666666666666666,0.0,14.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0
GC Viljoen,1.5,49.99999999999999,0.75,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GD McGrath,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
GD Phillips,14.0,175.0,7.666666666666667,10.066666666666666,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.5,0.0,0.0,16.5,0.0,0.0,5.0,0.0,0.0
GH Vihari,4.333333333333333,88.05555555555554,12.864583333333334,7.788888888888889,4.333333333333333,0.0,0.0,14.0,0.0,0.0,15.5,0.0,3.75,0.0,27.333333333333332,6.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0
GHS Garton,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GJ Bailey,14.2,146.49084249084248,18.755952380952383,18.302857142857142,14.2,0.0,0.0,10.4,0.0,0.0,12.0,0.0,24.714285714285715,0.0,34.0,0.0,0.0,25.0,0.0,0.0,8.333333333333334,0.0,21.4
GJ Maxwell,27.142857142857142,149.89818552318553,19.662847222222226,17.869713261648744,27.142857142857142,0.0,26.857142857142858,7.5,13.25,22.0,6.0,0.0,24.0,19.0,24.27777777777778,13.0,19.0,24.533333333333335,22.0,32.0,11.444444444444445,0.0,22.6
GR Napier,15.0,93.75,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulbadin Naib,19.0,126.66666666666666,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
Gurkeerat Singh,12.0,77.67857142857143,18.83939393939394,13.946428571428571,12.0,29.0,27.0,17.0,0.0,0.0,0.0,0.0,12.5,0.0,5.5,0.0,0.0,14.5,0.0,51.0,13.333333333333334,0.0,25.4
H Das,2.0,40.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Klaasen,13.5,97.01704545454544,34.88666666666666,23.59027777777778,13.5,0.0,25.5,0.0,0.0,44.0,0.0,0.0,30.166666666666668,47.0,27.2,0.0,25.5,31.0,0.0,0.0,68.0,37.0,0.0
HC Brook,18.0,138.46153846153845,16.5,22.08333333333333,18.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,50.0,3.0,4.5,0.0,13.0,13.0,0.0,0.0,27.0,0.0,0.0
HE van der Dussen,12.0,120.0,7.333333333333333,6.5,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HF Gurney,1.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HH Gibbs,25.0,80.94466936572199,23.30170068027211,23.4625,25.0,0.0,0.0,13.25,0.0,0.0,22.6,0.0,32.0,0.0,25.5,0.0,0.0,17.333333333333332,0.0,0.0,27.428571428571427,0.0,0.0
HH Pandya,13.125,133.91229019518494,17.707266865079365,18.69371794871795,13.125,0.0,22.416666666666668,12.714285714285714,4.75,11.0,18.88888888888889,0.0,28.214285714285715,25.166666666666668,17.25,0.0,14.5,32.714285714285715,18.0,9.0,19.933333333333334,21.0,14.642857142857142
HM Amla,12.0,83.68686868686869,37.71875,29.991666666666667,0.0,0.0,0.0,12.0,84.5,0.0,0.0,0.0,25.0,0.0,52.0,0.0,0.0,0.0,28.0,30.0,22.25,0.0,48.0
HR Shokeen,20.33333333333333,99.42028985507244,8.444444444444445,12.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
HV Patel,7.571428571428571,63.42490842490842,4.909340659340659,6.743055555555555,7.571428571428571,5.0,6.0,0.0,0.0,0.0,3.0,0.0,8.166666666666666,0.0,4.0,0.0,14.333333333333334,8.0,0.0,0.0,0.0,0.0,7.75
Harbhajan Singh,10.6875,121.60772123407992,11.357463369963371,7.462430107526882,10.6875,21.5,0.0,9.0,3.6666666666666665,0.0,11.333333333333334,0.0,9.25,0.0,3.6666666666666665,7.25,0.0,8.25,7.0,45.0,6.9,0.0,4.142857142857143
Harmeet Singh,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Harpreet Brar,17.0,130.76923076923077,9.583333333333334,8.85,17.0,0.0,4.833333333333333,0.0,0.0,12.666666666666666,0.0,0.0,15.5,6.0,13.333333333333334,0.0,0.0,3.0,0.0,0.0,12.0,2.0,9.5
Harpreet Singh,14.0,73.68421052631578,14.833333333333334,15.642857142857142,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,22.0,27.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0
Harshit Rana,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Malhotra,7.0,175.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Sharma,5.25,151.66666666666669,2.3833333333333333,3.083333333333333,5.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6666666666666665,0.0,0.0,1.25,1.0,0.0,0.0,0.0,2.6666666666666665
I Udana,2.5,116.66666666666669,4.166666666666667,3.333333333333333,0.0,0.0,2.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC Pandey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IK Pathan,20.6,100.92824074074072,13.95937950937951,14.108333333333334,20.6,15.714285714285714,0.0,14.0,0.0,0.0,5.777777777777778,9.0,19.25,0.0,7.583333333333333,14.25,0.0,14.777777777777779,0.0,0.0,14.6,0.0,18.0
IR Jaggi,3.0,38.09523809523809,11.6,9.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0
IS Sodhi,6.0,50.0,3.5,3.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imran Tahir,2.0,100.0,3.277777777777778,4.125,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0
Iqbal Abdulla,1.0,33.333333333333336,9.333333333333334,5.027777777777778,1.0,0.0,0.0,2.3333333333333335,33.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Ishan Kishan,23.8,109.7923331975056,27.072507122507123,28.62627865961199,23.8,0.0,43.6,15.166666666666666,0.0,22.25,19.25,0.0,28.555555555555557,23.5,29.5,0.0,18.6,26.0,31.0,0.0,26.25,69.0,29.615384615384617
J Arunkumar,1.0,33.33333333333333,7.666666666666667,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Botha,14.25,95.81349206349206,14.12121212121212,14.307407407407409,14.25,28.0,0.0,31.0,0.0,0.0,5.666666666666667,14.0,8.25,0.0,16.333333333333332,9.5,0.0,2.0,0.0,0.0,19.0,0.0,7.333333333333333
J Fraser-McGurk,21.5,167.57575757575756,40.142857142857146,30.48,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,12.0,27.5,84.0,0.0,0.0,50.0,0.0,0.0,0.0,21.0,65.0
J Suchith,3.5,70.0,9.071428571428571,7.083333333333334,3.5,0.0,14.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0
J Syed Mohammad,2.0,66.66666666666666,5.5,6.625,2.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Theron,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
J Yadav,17.0,189.77272727272728,7.666666666666667,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
JA Morkel,40.5,111.864406779661,15.319942279942278,11.354202898550724,40.5,15.333333333333334,0.0,10.0,0.0,0.0,12.444444444444445,11.0,15.142857142857142,0.0,6.5,5.333333333333333,0.0,25.4,0.0,0.0,11.545454545454545,0.0,0.0
JA Richardson,15.0,65.21739130434783,5.666666666666667,5.666666666666667,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JC Archer,16.75,194.12878787878788,8.025,8.97,16.75,0.0,1.5,0.0,0.0,0.0,3.2,0.0,11.25,0.0,16.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,8.5
JC Buttler,36.7,124.65852510063038,34.78097883597884,30.09971264367816,36.7,0.0,33.625,28.8,21.25,33.0,40.111111111111114,0.0,36.69230769230769,20.0,53.3,0.0,18.5,0.0,27.5,13.5,29.428571428571427,100.0,29.307692307692307
JD Ryder,29.0,125.71865634365632,21.814814814814813,23.97420634920635,29.0,15.0,0.0,48.666666666666664,0.0,0.0,15.833333333333334,17.0,15.0,0.0,7.0,0.0,0.0,6.333333333333333,0.0,0.0,42.5,0.0,0.0
JD Unadkat,12.2,112.2222222222222,7.111666666666667,7.096491228070175,12.2,0.0,11.0,0.0,0.0,0.0,1.75,0.0,7.666666666666667,7.5,0.0,0.0,9.0,5.0,0.0,0.0,8.0,8.0,1.0
JDP Oram,41.0,141.3793103448276,10.714285714285714,7.083333333333334,0.0,41.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,6.5,0.0,0.0,1.5,0.0,0.0,8.0,0.0,0.0
JDS Neesham,8.0,71.1111111111111,9.5,8.904761904761905,8.0,0.0,10.0,0.0,0.0,17.0,12.0,0.0,8.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
